date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
25/06/1998;Belgium;South Korea;36;20;0;0;1;1;FIFA World Cup;France;Draw;;;;;;;;
25/06/1998;Germany;Iran;2;42;0;0;2;0;FIFA World Cup;France;Win;;;;;;;;
25/06/1998;Netherlands;Mexico;25;4;0;0;2;2;FIFA World Cup;France;Draw;;;;;;;;
24/06/1998;France;Denmark;18;27;0;0;2;1;FIFA World Cup;France;Win;;;;;;;;
21/06/1998;USA;Iran;11;42;0;0;1;2;FIFA World Cup;France;Lose;;;;;;;;
20/06/1998;Belgium;Mexico;36;4;0;0;2;2;FIFA World Cup;France;Draw;;;;;;;;
20/06/1998;Japan;Croatia;12;19;0;0;0;1;FIFA World Cup;France;Lose;;;;;;;;
20/06/1998;Netherlands;South Korea;25;20;0;0;5;0;FIFA World Cup;France;Win;;;;;;;;
18/06/1998;France;Saudi Arabia;18;34;0;0;4;0;FIFA World Cup;France;Win;;;;;;;;
16/06/1998;Brazil;Morocco;1;13;0;0;3;0;FIFA World Cup;France;Win;;;;;;;;
15/06/1998;England;Tunisia;5;21;0;0;2;0;FIFA World Cup;France;Win;;;;;;;;
15/06/1998;Germany;USA;2;11;0;0;2;0;FIFA World Cup;France;Win;;;;;;;;
14/06/1998;Argentina;Japan;6;12;0;0;1;0;FIFA World Cup;France;Win;;;;;;;;
13/06/1998;South Korea;Mexico;20;4;0;0;1;3;FIFA World Cup;France;Lose;;;;;;;;
13/06/1998;Netherlands;Belgium;25;36;0;0;0;0;FIFA World Cup;France;Draw;;;;;;;;
12/06/1998;Saudi Arabia;Denmark;34;27;0;0;0;1;FIFA World Cup;France;Lose;;;;;;;;
06/06/1998;Croatia;Australia;19;32;0;0;7;0;Friendly;Croatia;Win;;;;;;;;
06/06/1998;Tunisia;Wales;21;103;0;0;4;0;Friendly;Tunisia;Win;;;;;;;;
05/06/1998;Denmark;Cameroon;27;49;0;0;1;2;Friendly;Denmark;Lose;;;;;;;;
03/06/1998;Croatia;Iran;19;42;0;0;2;0;Friendly;Croatia;Win;;;;;;;;
03/06/1998;Saudi Arabia;Mexico;34;4;0;0;0;0;Friendly;France;Draw;;;;;;;;
31/05/1998;Japan;Mexico;12;4;0;0;1;2;Friendly;Switzerland;Lose;;;;;;;;
29/05/1998;Belgium;England;36;5;0;0;0;0;King Hassan II Tournament;Morocco;Win;;;;;;;;
29/05/1998;Morocco;France;13;18;0;0;2;2;King Hassan II Tournament;Morocco;Win;;;;;;;;
27/05/1998;Belgium;France;36;18;0;0;0;1;King Hassan II Tournament;Morocco;Lose;;;;;;;;
27/05/1998;Morocco;England;13;5;0;0;0;1;King Hassan II Tournament;Morocco;Lose;;;;;;;;
27/05/1998;Netherlands;Cameroon;25;49;0;0;0;0;Friendly;Netherlands;Draw;;;;;;;;
23/05/1998;England;Saudi Arabia;5;34;0;0;0;0;Friendly;England;Draw;;;;;;;;
29/04/1998;Brazil;Argentina;1;7;0;0;0;1;Friendly;Brazil;Lose;;;;;;;;
22/04/1998;Croatia;Poland;23;55;0;0;4;1;Friendly;Croatia;Win;;;;;;;;
22/04/1998;England;Portugal;5;39;0;0;3;0;Friendly;England;Win;;;;;;;;
01/04/1998;South Korea;Japan;24;9;0;0;2;1;Friendly;South Korea;Win;;;;;;;;
25/03/1998;Germany;Brazil;2;1;0;0;1;2;Friendly;Germany;Lose;;;;;;;;
25/03/1998;Switzerland;England;69;5;0;0;1;1;Friendly;Switzerland;Draw;;;;;;;;
01/03/1998;Japan;South Korea;9;20;0;0;2;1;Dynasty Cup;Japan;Win;;;;;;;;
25/02/1998;Belgium;USA;41;12;0;0;2;0;Friendly;Belgium;Win;;;;;;;;
24/02/1998;Mexico;Netherlands;4;25;0;0;2;3;Friendly;USA;Lose;;;;;;;;
22/02/1998;Saudi Arabia;Germany;32;2;0;0;0;3;Friendly;Saudi Arabia;Lose;;;;;;;;
21/02/1998;USA;Netherlands;12;25;0;0;0;2;Friendly;USA;Lose;;;;;;;;
15/02/1998;Australia;Japan;35;14;0;0;0;3;Friendly;Australia;Lose;;;;;;;;
15/02/1998;USA;Mexico;26;5;0;0;0;1;Gold Cup;USA;Lose;;;;;;;;
11/02/1998;Australia;South Korea;35;27;0;0;1;0;Friendly;Australia;Win;;;;;;;;
10/02/1998;USA;Brazil;26;1;0;0;1;0;Gold Cup;USA;Win;;;;;;;;
09/02/1998;Ghana;Tunisia;57;23;0;0;2;0;African Cup of Nations;Burkina Faso;Win;;;;;;;;
07/02/1998;USA;Costa Rica;26;51;0;0;2;1;Gold Cup;USA;Win;;;;;;;;
28/01/1998;France;Spain;6;11;0;0;1;0;Friendly;France;Win;;;;;;;;
21/12/1997;Brazil;Australia;1;32;0;0;6;0;Confederations Cup;Saudi Arabia;Win;;;;;;;;
19/12/1997;Uruguay;Australia;43;32;0;0;0;1;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
16/12/1997;Brazil;Mexico;1;11;0;0;3;2;Confederations Cup;Saudi Arabia;Win;;;;;;;;
16/12/1997;Saudi Arabia;Australia;34;32;0;0;1;0;Confederations Cup;Saudi Arabia;Win;;;;;;;;
14/12/1997;Australia;Brazil;32;1;0;0;0;0;Confederations Cup;Saudi Arabia;Draw;;;;;;;;
14/12/1997;Saudi Arabia;Mexico;34;11;0;0;0;5;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
12/12/1997;Mexico;Australia;11;32;0;0;1;3;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
12/12/1997;Saudi Arabia;Brazil;34;1;0;0;0;3;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
29/11/1997;Australia;Iran;32;50;0;0;2;2;FIFA World Cup qualification;Australia;Draw;;;;;;;;
22/11/1997;Iran;Australia;50;32;0;0;1;1;FIFA World Cup qualification;Iran;Draw;;;;;;;;
16/11/1997;Costa Rica;Canada;56;62;0;0;3;1;FIFA World Cup qualification;Costa Rica;Win;;;;;;;;
16/11/1997;Japan;Iran;20;49;0;0;3;2;FIFA World Cup qualification;Malaysia;Win;;;;;;;;
16/11/1997;Uruguay;Ecuador;52;31;0;0;5;3;FIFA World Cup qualification;Uruguay;Win;;;;;;;;
15/11/1997;England;Cameroon;7;44;0;0;2;0;Friendly;England;Win;;;;;;;;
12/11/1997;Qatar;Saudi Arabia;96;37;0;0;0;1;FIFA World Cup qualification;Qatar;Lose;;;;;;;;
11/11/1997;Brazil;Wales;1;98;0;0;3;0;Friendly;Brazil;Win;;;;;;;;
09/11/1997;Canada;USA;62;35;0;0;0;3;FIFA World Cup qualification;Canada;Lose;;;;;;;;
09/11/1997;Mexico;Costa Rica;10;56;0;0;3;3;FIFA World Cup qualification;Mexico;Draw;;;;;;;;
07/11/1997;Qatar;Iran;96;49;0;0;2;0;FIFA World Cup qualification;Qatar;Win;;;;;;;;
02/11/1997;Mexico;USA;10;35;0;0;0;0;FIFA World Cup qualification;Mexico;Draw;;;;;;;;
01/11/1997;South Korea;Japan;34;20;0;0;0;2;FIFA World Cup qualification;South Korea;Lose;;;;;;;;
24/10/1997;Saudi Arabia;Iran;37;49;0;0;1;0;FIFA World Cup qualification;Saudi Arabia;Win;;;;;;;;
12/10/1997;Argentina;Uruguay;10;47;0;0;0;0;FIFA World Cup qualification;Argentina;Draw;;;;;;;;
12/10/1997;Canada;Mexico;59;11;0;0;2;2;FIFA World Cup qualification;Canada;Draw;;;;;;;;
11/10/1997;Belgium;Wales;48;98;0;0;3;2;FIFA World Cup qualification;Belgium;Win;;;;;;;;
11/10/1997;Saudi Arabia;Qatar;38;85;0;0;1;0;FIFA World Cup qualification;Saudi Arabia;Win;;;;;;;;
09/10/1997;Brazil;Morocco;1;15;0;0;2;0;Friendly;Brazil;Win;;;;;;;;
03/10/1997;Iran;Qatar;53;85;0;0;3;0;FIFA World Cup qualification;Iran;Win;;;;;;;;
28/09/1997;Japan;South Korea;18;35;0;0;1;2;FIFA World Cup qualification;Japan;Lose;;;;;;;;
19/09/1997;Iran;Saudi Arabia;53;38;0;0;1;1;FIFA World Cup qualification;Iran;Draw;;;;;;;;
10/09/1997;Brazil;Ecuador;1;29;0;0;4;2;Friendly;Brazil;Win;;;;;;;;
10/09/1997;Denmark;Croatia;3;33;0;0;3;1;FIFA World Cup qualification;Denmark;Win;;;;;;;;
07/09/1997;USA;Costa Rica;28;56;0;0;1;0;FIFA World Cup qualification;USA;Win;;;;;;;;
06/09/1997;Germany;Portugal;4;30;0;0;1;1;FIFA World Cup qualification;Germany;Draw;;;;;;;;
06/09/1997;Netherlands;Belgium;6;38;0;0;3;1;FIFA World Cup qualification;Netherlands;Win;;;;;;;;
17/08/1997;Canada;Iran;47;57;0;0;0;1;Friendly;Canada;Lose;;;;;;;;
13/08/1997;Japan;Brazil;17;1;0;0;0;3;Friendly;Japan;Lose;;;;;;;;
10/08/1997;South Korea;Brazil;34;1;0;0;1;2;Friendly;South Korea;Lose;;;;;;;;
07/08/1997;USA;Ecuador;26;30;0;0;0;1;Friendly;USA;Lose;;;;;;;;
27/07/1997;Morocco;Senegal;15;65;0;0;3;0;African Cup of Nations qualification;Morocco;Win;;;;;;;;
22/06/1997;Ecuador;Mexico;38;12;0;0;1;1;Copa América;Bolivia;Lose;;;;;;;;
19/06/1997;Mexico;Costa Rica;12;53;0;0;1;1;Copa América;Bolivia;Draw;;;;;;;;
16/06/1997;Brazil;Mexico;1;12;0;0;3;2;Copa América;Bolivia;Win;;;;;;;;
14/06/1997;South Korea;Ghana;36;35;0;0;3;0;Korea Cup;South Korea;Win;;;;;;;;
13/06/1997;Brazil;Costa Rica;1;53;0;0;5;0;Copa América;Bolivia;Win;;;;;;;;
11/06/1997;Argentina;Ecuador;21;40;0;0;0;0;Copa América;Bolivia;Draw;;;;;;;;
10/06/1997;England;Brazil;13;1;0;0;0;1;Tournoi de France;France;Lose;;;;;;;;
08/06/1997;Japan;Croatia;18;28;0;0;4;3;Kirin Cup;Japan;Win;;;;;;;;
07/06/1997;France;England;4;13;0;0;0;1;Tournoi de France;France;Lose;;;;;;;;
07/06/1997;Morocco;Ghana;19;35;0;0;1;0;FIFA World Cup qualification;Morocco;Win;;;;;;;;
03/06/1997;France;Brazil;4;1;0;0;1;1;Tournoi de France;France;Draw;;;;;;;;
01/06/1997;Canada;Costa Rica;52;53;0;0;1;0;FIFA World Cup qualification;Canada;Win;;;;;;;;
31/05/1997;Poland;England;57;13;0;0;0;2;FIFA World Cup qualification;Poland;Lose;;;;;;;;
21/05/1997;Japan;South Korea;18;36;0;0;1;1;Friendly;Japan;Draw;;;;;;;;
30/04/1997;Argentina;Ecuador;19;35;0;0;2;1;FIFA World Cup qualification;Argentina;Win;;;;;;;;
30/04/1997;Brazil;Mexico;1;12;0;0;4;0;Friendly;USA;Win;;;;;;;;
20/04/1997;USA;Mexico;21;12;0;0;2;2;FIFA World Cup qualification;USA;Draw;;;;;;;;
29/03/1997;Croatia;Denmark;25;4;0;0;1;1;FIFA World Cup qualification;Croatia;Draw;;;;;;;;
29/03/1997;England;Mexico;12;11;0;0;2;0;Friendly;England;Win;;;;;;;;
29/03/1997;Wales;Belgium;82;44;0;0;1;2;FIFA World Cup qualification;Wales;Lose;;;;;;;;
23/03/1997;Costa Rica;USA;66;22;0;0;3;2;FIFA World Cup qualification;Costa Rica;Win;;;;;;;;
16/03/1997;Costa Rica;Mexico;66;11;0;0;0;0;FIFA World Cup qualification;Costa Rica;Draw;;;;;;;;
16/03/1997;USA;Canada;22;48;0;0;3;0;FIFA World Cup qualification;USA;Win;;;;;;;;
09/03/1997;Costa Rica;Cameroon;66;59;0;0;5;0;Friendly;Costa Rica;Win;;;;;;;;
02/03/1997;Mexico;Canada;11;48;0;0;4;0;FIFA World Cup qualification;Mexico;Win;;;;;;;;
26/02/1997;Brazil;Poland;1;53;0;0;4;2;Friendly;Brazil;Win;;;;;;;;
26/02/1997;France;Netherlands;3;9;0;0;2;1;Friendly;France;Win;;;;;;;;
12/02/1997;Ecuador;Uruguay;33;43;0;0;4;0;FIFA World Cup qualification;Ecuador;Win;;;;;;;;
05/02/1997;Mexico;Ecuador;11;33;0;0;3;1;Friendly;Mexico;Win;;;;;;;;
22/01/1997;Australia;South Korea;50;44;0;0;2;1;Friendly;Australia;Win;;;;;;;;
22/01/1997;Portugal;France;13;3;0;0;0;2;Friendly;Portugal;Lose;;;;;;;;
19/01/1997;USA;Mexico;18;11;0;0;0;2;USA Cup;USA;Lose;;;;;;;;
12/01/1997;Ghana;Morocco;25;27;0;0;2;2;FIFA World Cup qualification;Ghana;Draw;;;;;;;;
12/01/1997;Uruguay;Argentina;43;22;0;0;0;0;FIFA World Cup qualification;Uruguay;Draw;;;;;;;;
19/12/1996;Iran;Saudi Arabia;83;37;0;0;0;0;AFC Asian Cup;United Arab Emirates;Lose;;;;;;;;
16/12/1996;South Korea;Iran;46;77;0;0;2;6;AFC Asian Cup;United Arab Emirates;Lose;;;;;;;;
14/12/1996;Belgium;Netherlands;42;10;0;0;0;3;FIFA World Cup qualification;Belgium;Lose;;;;;;;;
14/12/1996;Portugal;Germany;15;2;0;0;0;0;FIFA World Cup qualification;Portugal;Draw;;;;;;;;
14/12/1996;USA;Costa Rica;16;83;0;0;2;1;FIFA World Cup qualification;USA;Win;;;;;;;;
11/12/1996;Morocco;Croatia;27;24;0;0;2;2;King Hassan II Tournament;Morocco;Lose;;;;;;;;
11/12/1996;Saudi Arabia;Iran;40;77;0;0;0;3;AFC Asian Cup;United Arab Emirates;Lose;;;;;;;;
01/12/1996;Costa Rica;USA;83;16;0;0;2;1;FIFA World Cup qualification;Costa Rica;Win;;;;;;;;
13/11/1996;Brazil;Cameroon;1;47;0;0;2;0;Friendly;Brazil;Win;;;;;;;;
09/11/1996;Denmark;France;6;3;0;0;1;0;Friendly;Denmark;Win;;;;;;;;
09/11/1996;Netherlands;Wales;9;75;0;0;7;1;FIFA World Cup qualification;Netherlands;Win;;;;;;;;
23/10/1996;Mexico;Ecuador;15;32;0;0;0;1;Friendly;USA;Lose;;;;;;;;
19/10/1996;Qatar;Saudi Arabia;84;42;0;0;2;2;Gulf Cup;Oman;Draw;;;;;;;;
13/10/1996;Japan;Tunisia;20;24;0;0;1;0;Friendly;Japan;Win;;;;;;;;
09/10/1996;England;Poland;12;56;0;0;2;1;FIFA World Cup qualification;England;Win;;;;;;;;
09/10/1996;Saudi Arabia;Australia;42;52;0;0;0;0;Friendly;Saudi Arabia;Draw;;;;;;;;
05/10/1996;Wales;Netherlands;68;7;0;0;1;3;FIFA World Cup qualification;Wales;Lose;;;;;;;;
14/09/1996;Australia;Ghana;61;19;0;0;2;0;Simba Tournament;South Africa;Win;;;;;;;;
04/09/1996;Poland;Germany;55;2;0;0;0;2;Friendly;Poland;Lose;;;;;;;;
31/08/1996;France;Mexico;3;14;0;0;2;0;Friendly;France;Win;;;;;;;;
31/08/1996;Netherlands;Brazil;6;1;0;0;2;2;Friendly;Netherlands;Draw;;;;;;;;
25/08/1996;Japan;Uruguay;25;38;0;0;5;3;Friendly;Japan;Win;;;;;;;;
16/08/1996;Ecuador;Costa Rica;32;93;0;0;1;1;Friendly;Ecuador;Draw;;;;;;;;
26/06/1996;England;Germany;24;2;0;0;1;1;UEFA Euro;England;Lose;;;;;;;;
23/06/1996;Germany;Croatia;2;27;0;0;2;1;UEFA Euro;England;Win;;;;;;;;
22/06/1996;England;Spain;24;6;0;0;0;0;UEFA Euro;England;Win;;;;;;;;
22/06/1996;France;Netherlands;5;13;0;0;0;0;UEFA Euro;England;Win;;;;;;;;
19/06/1996;Croatia;Portugal;27;18;0;0;0;3;UEFA Euro;England;Lose;;;;;;;;
18/06/1996;England;Netherlands;24;13;0;0;4;1;UEFA Euro;England;Win;;;;;;;;
16/06/1996;Croatia;Denmark;27;11;0;0;3;0;UEFA Euro;England;Win;;;;;;;;
16/06/1996;USA;Mexico;14;12;0;0;2;2;USA Cup;USA;Draw;;;;;;;;
15/06/1996;France;Spain;5;6;0;0;1;1;UEFA Euro;England;Draw;;;;;;;;
13/06/1996;Switzerland;Netherlands;21;13;0;0;0;2;UEFA Euro;England;Lose;;;;;;;;
09/06/1996;Denmark;Portugal;11;18;0;0;1;1;UEFA Euro;England;Draw;;;;;;;;
08/06/1996;England;Switzerland;24;21;0;0;1;1;UEFA Euro;England;Draw;;;;;;;;
05/06/1996;Canada;Costa Rica;65;87;0;0;0;1;Friendly;Canada;Lose;;;;;;;;
02/06/1996;Denmark;Ghana;11;17;0;0;1;0;Friendly;Denmark;Win;;;;;;;;
02/06/1996;Ecuador;Argentina;38;8;0;0;2;0;FIFA World Cup qualification;Ecuador;Win;;;;;;;;
01/06/1996;Germany;France;2;5;0;0;0;1;Friendly;Germany;Lose;;;;;;;;
01/06/1996;Qatar;Iran;81;122;0;0;0;1;Friendly;Qatar;Lose;;;;;;;;
29/05/1996;Japan;Mexico;26;12;0;0;3;2;Kirin Cup;Japan;Win;;;;;;;;
26/05/1996;Tunisia;Senegal;22;58;0;0;2;0;Friendly;Tunisia;Win;;;;;;;;
17/05/1996;Iran;Qatar;118;84;0;0;2;0;Friendly;Iran;Win;;;;;;;;
24/04/1996;England;Croatia;23;28;0;0;0;0;Friendly;England;Draw;;;;;;;;
24/04/1996;Netherlands;Germany;11;2;0;0;0;1;Friendly;Netherlands;Lose;;;;;;;;
24/04/1996;Switzerland;Wales;26;66;0;0;2;0;Friendly;Switzerland;Win;;;;;;;;
27/03/1996;Belgium;France;28;7;0;0;0;2;Friendly;Belgium;Lose;;;;;;;;
27/03/1996;Brazil;Ghana;1;16;0;0;8;2;Friendly;Brazil;Win;;;;;;;;
27/03/1996;Germany;Denmark;3;9;0;0;2;0;Friendly;Germany;Win;;;;;;;;
23/03/1996;South Korea;Morocco;62;26;0;0;2;2;United Arab Emirates Friendship Tournament;United Arab Emirates;Draw;;;;;;;;
13/03/1996;Croatia;South Korea;43;62;0;0;3;0;Friendly;Croatia;Win;;;;;;;;
28/02/1996;Croatia;Poland;43;37;0;0;2;1;Friendly;Croatia;Win;;;;;;;;
25/02/1996;Qatar;Ecuador;85;54;0;0;1;2;Friendly;Qatar;Lose;;;;;;;;
21/02/1996;Portugal;Germany;20;3;0;0;1;2;Friendly;Portugal;Lose;;;;;;;;
19/02/1996;Japan;Poland;30;35;0;0;5;0;Lunar New Year Cup;Hong Kong;Win;;;;;;;;
18/02/1996;Qatar;Ecuador;84;57;0;0;1;1;Friendly;Qatar;Draw;;;;;;;;
14/02/1996;Australia;Japan;54;30;0;0;3;0;Friendly;Australia;Win;;;;;;;;
10/02/1996;Australia;Japan;54;30;0;0;1;4;Friendly;Australia;Lose;;;;;;;;
21/01/1996;Mexico;Brazil;12;1;0;0;2;0;Gold Cup;USA;Win;;;;;;;;
19/01/1996;Ghana;Tunisia;29;22;0;0;2;1;African Cup of Nations;South Africa;Win;;;;;;;;
18/01/1996;USA;Brazil;19;1;0;0;0;1;Gold Cup;USA;Lose;;;;;;;;
12/01/1996;Brazil;Canada;1;65;0;0;4;1;Gold Cup;USA;Win;;;;;;;;
05/01/1996;Saudi Arabia;Ghana;54;29;0;0;1;1;Friendly;Saudi Arabia;Draw;;;;;;;;
03/01/1996;Morocco;Tunisia;38;22;0;0;3;1;Friendly;Morocco;Win;;;;;;;;
12/12/1995;England;Portugal;20;16;0;0;1;1;Friendly;England;Draw;;;;;;;;
15/11/1995;England;Switzerland;22;9;0;0;3;1;Friendly;England;Win;;;;;;;;
08/11/1995;Argentina;Brazil;7;1;0;0;0;1;Friendly;Argentina;Lose;;;;;;;;
31/10/1995;South Korea;Saudi Arabia;48;39;0;0;1;1;Friendly;South Korea;Draw;;;;;;;;
28/10/1995;Japan;Saudi Arabia;34;39;0;0;2;1;Friendly;Japan;Win;;;;;;;;
24/10/1995;Japan;Saudi Arabia;34;39;0;0;2;1;Friendly;Japan;Win;;;;;;;;
11/10/1995;Brazil;Uruguay;1;36;0;0;2;0;Friendly;Brazil;Win;;;;;;;;
11/10/1995;Denmark;Spain;13;6;0;0;1;1;UEFA Euro qualification;Denmark;Draw;;;;;;;;
11/10/1995;Mexico;Saudi Arabia;16;29;0;0;2;1;Friendly;USA;Win;;;;;;;;
11/10/1995;Wales;Germany;34;4;0;0;1;2;UEFA Euro qualification;Wales;Lose;;;;;;;;
08/10/1995;USA;Saudi Arabia;22;29;0;0;4;3;Friendly;USA;Win;;;;;;;;
20/09/1995;Spain;Argentina;6;9;0;0;2;1;Friendly;Spain;Win;;;;;;;;
06/09/1995;Belgium;Denmark;29;7;0;0;1;3;UEFA Euro qualification;Belgium;Lose;;;;;;;;
23/08/1995;Belgium;Germany;29;4;0;0;1;2;Friendly;Belgium;Lose;;;;;;;;
16/08/1995;France;Poland;18;32;0;0;1;1;UEFA Euro qualification;France;Draw;;;;;;;;
12/08/1995;South Korea;Brazil;39;1;0;0;0;1;Friendly;South Korea;Lose;;;;;;;;
09/08/1995;Japan;Brazil;36;1;0;0;1;5;Friendly;Japan;Lose;;;;;;;;
06/08/1995;Japan;Costa Rica;36;71;0;0;3;0;Friendly;Japan;Win;;;;;;;;
23/07/1995;Uruguay;Brazil;36;1;0;0;1;1;Copa América;Uruguay;Win;;;;;;;;
20/07/1995;USA;Brazil;34;1;0;0;0;1;Copa América;Uruguay;Lose;;;;;;;;
17/07/1995;Brazil;Argentina;1;10;0;0;2;2;Copa América;Uruguay;Win;;;;;;;;
17/07/1995;USA;Mexico;34;7;0;0;0;0;Copa América;Uruguay;Win;;;;;;;;
15/07/1995;Tunisia;Senegal;24;43;0;0;4;0;African Cup of Nations qualification;Tunisia;Win;;;;;;;;
14/07/1995;Argentina;USA;10;34;0;0;0;3;Copa América;Uruguay;Lose;;;;;;;;
13/07/1995;Uruguay;Mexico;36;7;0;0;1;1;Copa América;Uruguay;Draw;;;;;;;;
07/07/1995;Brazil;Ecuador;1;76;0;0;1;0;Copa América;Uruguay;Win;;;;;;;;
30/06/1995;Argentina;Australia;10;58;0;0;2;0;Friendly;Argentina;Win;;;;;;;;
24/06/1995;Australia;Ghana;58;27;0;0;0;1;Friendly;Australia;Lose;;;;;;;;
23/06/1995;Switzerland;Germany;14;5;0;0;1;2;Friendly;Switzerland;Lose;;;;;;;;
21/06/1995;Australia;Ghana;58;27;0;0;1;0;Friendly;Australia;Win;;;;;;;;
18/06/1995;Australia;Ghana;58;27;0;0;2;1;Friendly;Australia;Win;;;;;;;;
18/06/1995;USA;Mexico;34;7;0;0;4;0;USA Cup;USA;Win;;;;;;;;
11/06/1995;England;Brazil;21;1;0;0;1;3;Friendly;England;Lose;;;;;;;;
10/06/1995;Costa Rica;Ecuador;72;62;0;0;1;2;Korea Cup;South Korea;Lose;;;;;;;;
06/06/1995;Brazil;Japan;1;35;0;0;3;0;Friendly;England;Win;;;;;;;;
05/06/1995;South Korea;Costa Rica;37;72;0;0;1;0;Korea Cup;South Korea;Win;;;;;;;;
03/06/1995;England;Japan;21;35;0;0;2;1;Friendly;England;Win;;;;;;;;
28/05/1995;Japan;Ecuador;35;62;0;0;3;0;Kirin Cup;Japan;Win;;;;;;;;
28/05/1995;USA;Costa Rica;27;72;0;0;1;2;Friendly;USA;Lose;;;;;;;;
26/04/1995;Germany;Wales;4;49;0;0;1;1;UEFA Euro qualification;Germany;Draw;;;;;;;;
22/04/1995;Belgium;USA;21;22;0;0;1;0;Friendly;Belgium;Win;;;;;;;;
29/03/1995;England;Uruguay;20;36;0;0;0;0;Friendly;England;Draw;;;;;;;;
29/03/1995;Spain;Belgium;2;23;0;0;1;1;UEFA Euro qualification;Spain;Draw;;;;;;;;
25/03/1995;USA;Uruguay;22;36;0;0;2;2;Friendly;USA;Draw;;;;;;;;
01/03/1995;Morocco;Senegal;35;51;0;0;2;0;Friendly;Morocco;Win;;;;;;;;
26/02/1995;Japan;South Korea;37;33;0;0;2;2;Dynasty Cup;Hong Kong;Win;;;;;;;;
22/02/1995;Netherlands;Portugal;8;19;0;0;0;1;Friendly;Netherlands;Lose;;;;;;;;
22/02/1995;Spain;Germany;2;5;0;0;0;0;Friendly;Spain;Draw;;;;;;;;
21/02/1995;Japan;South Korea;37;33;0;0;1;1;Dynasty Cup;Hong Kong;Draw;;;;;;;;
15/02/1995;Australia;Japan;58;36;0;0;2;1;Friendly;Australia;Win;;;;;;;;
01/02/1995;Mexico;Uruguay;15;37;0;0;1;0;Friendly;USA;Win;;;;;;;;
26/01/1995;Canada;Portugal;63;20;0;0;1;1;Friendly;Canada;Draw;;;;;;;;
18/01/1995;Netherlands;France;6;19;0;0;0;1;Friendly;Netherlands;Lose;;;;;;;;
18/01/1995;Spain;Uruguay;2;37;0;0;2;2;Friendly;Spain;Draw;;;;;;;;
13/01/1995;Denmark;Argentina;14;10;0;0;2;0;Confederations Cup;Saudi Arabia;Win;;;;;;;;
10/01/1995;Denmark;Mexico;14;15;0;0;1;1;Confederations Cup;Saudi Arabia;Win;;;;;;;;
08/01/1995;Japan;Argentina;36;10;0;0;1;5;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
08/01/1995;Saudi Arabia;Denmark;27;14;0;0;0;2;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
07/01/1995;Senegal;Tunisia;50;30;0;0;0;0;African Cup of Nations qualification;Senegal;Draw;;;;;;;;
06/01/1995;Saudi Arabia;Mexico;27;15;0;0;0;2;Confederations Cup;Saudi Arabia;Lose;;;;;;;;
17/12/1994;Belgium;Spain;22;5;0;0;1;4;UEFA Euro qualification;Belgium;Lose;;;;;;;;
17/12/1994;Saudi Arabia;Costa Rica;27;63;0;0;1;3;Friendly;Saudi Arabia;Lose;;;;;;;;
10/12/1994;Saudi Arabia;Poland;27;33;0;0;1;2;Friendly;Saudi Arabia;Lose;;;;;;;;
08/12/1994;Saudi Arabia;Poland;27;33;0;0;0;2;Friendly;Saudi Arabia;Lose;;;;;;;;
30/11/1994;Cameroon;Ghana;28;26;0;0;0;1;Simba Tournament;South Africa;Lose;;;;;;;;
16/11/1994;Poland;France;36;19;0;0;0;0;UEFA Euro qualification;Poland;Draw;;;;;;;;
16/11/1994;Spain;Denmark;6;13;0;0;3;0;UEFA Euro qualification;Spain;Win;;;;;;;;
12/11/1994;Qatar;Saudi Arabia;60;27;0;0;1;2;Gulf Cup;United Arab Emirates;Lose;;;;;;;;
07/11/1994;Morocco;Cameroon;33;29;0;0;1;1;Friendly;Morocco;Draw;;;;;;;;
19/10/1994;Saudi Arabia;USA;29;22;0;0;2;1;Friendly;Saudi Arabia;Win;;;;;;;;
12/10/1994;Denmark;Belgium;13;19;0;0;3;1;UEFA Euro qualification;Denmark;Win;;;;;;;;
27/09/1994;Japan;Australia;41;52;0;0;0;0;Friendly;Japan;Draw;;;;;;;;
07/09/1994;England;USA;18;22;0;0;2;0;Friendly;England;Win;;;;;;;;
14/07/1994;Japan;Ghana;52;26;0;0;2;1;Friendly;Japan;Win;;;;;;;;
09/07/1994;Netherlands;Brazil;2;3;0;0;2;3;FIFA World Cup;USA;Lose;;;;;;;;
08/07/1994;Japan;Ghana;52;26;0;0;3;2;Friendly;Japan;Win;;;;;;;;
04/07/1994;USA;Brazil;23;3;0;0;0;1;FIFA World Cup;USA;Lose;;;;;;;;
02/07/1994;Germany;Belgium;1;27;0;0;3;2;FIFA World Cup;USA;Win;;;;;;;;
02/07/1994;Spain;Switzerland;5;12;0;0;3;0;FIFA World Cup;USA;Win;;;;;;;;
