date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
05/09/2009;Spain;Belgium;2;68;0;0;5;0;FIFA World Cup qualification;Spain;Win;90.0;76.0;85.0;85.3;87.0;79.2;77.0;77.5
12/08/2009;Mexico;USA;30;12;0;0;2;1;FIFA World Cup qualification;Mexico;Win;82.0;84.0;79.2;78.0;79.2;72.5;75.7;74.0
12/08/2009;Netherlands;England;3;7;0;0;2;2;Friendly;Netherlands;Draw;85.0;82.0;81.0;86.7;85.5;85.0;83.3;86.0
26/07/2009;USA;Mexico;12;33;0;0;0;5;Gold Cup;USA;Lose;84.0;82.0;72.5;75.7;74.0;79.2;78.0;79.2
23/07/2009;Costa Rica;Mexico;30;33;0;0;1;1;Gold Cup;USA;Lose;;82.0;65.0;71.3;66.5;79.2;78.0;79.2
10/07/2009;Costa Rica;Canada;30;92;0;0;2;2;Gold Cup;USA;Draw;;70.0;65.0;71.3;66.5;69.2;71.0;72.0
28/06/2009;USA;Brazil;14;5;0;0;2;3;Confederations Cup;South Africa;Lose;84.0;87.0;72.5;75.7;74.0;85.2;85.7;85.8
24/06/2009;Spain;USA;1;14;0;0;0;2;Confederations Cup;South Africa;Lose;91.0;84.0;83.8;86.0;86.0;72.5;75.7;74.0
18/06/2009;USA;Brazil;14;5;0;0;0;3;Confederations Cup;South Africa;Lose;84.0;87.0;72.5;75.7;74.0;85.2;85.7;85.8
17/06/2009;Australia;Japan;29;31;0;0;2;1;FIFA World Cup qualification;Australia;Win;77.0;;74.5;75.0;74.8;;70.3;75.5
17/06/2009;South Korea;Iran;46;52;0;0;1;1;FIFA World Cup qualification;South Korea;Draw;73.0;;69.5;70.7;71.5;;68.7;
10/06/2009;Ecuador;Argentina;44;7;0;0;2;0;FIFA World Cup qualification;Ecuador;Win;74.0;82.0;69.0;76.3;70.8;85.2;86.0;85.5
10/06/2009;Japan;Qatar;31;94;0;0;1;1;FIFA World Cup qualification;Japan;Draw;;;;70.3;75.5;;;
10/06/2009;South Korea;Saudi Arabia;46;56;0;0;0;0;FIFA World Cup qualification;South Korea;Draw;73.0;;69.5;70.7;71.5;;;
06/06/2009;Qatar;Australia;94;29;0;0;0;0;FIFA World Cup qualification;Qatar;Draw;;77.0;;;;74.5;75.0;74.8
06/06/2009;Uruguay;Brazil;17;5;0;0;0;4;FIFA World Cup qualification;Uruguay;Lose;75.0;87.0;78.5;80.0;75.8;85.2;85.7;85.8
03/06/2009;Costa Rica;USA;41;14;0;0;3;1;FIFA World Cup qualification;Costa Rica;Win;;84.0;65.0;71.3;66.5;72.5;75.7;74.0
31/05/2009;Japan;Belgium;35;62;0;0;4;0;Kirin Cup;Japan;Win;;73.0;;70.3;75.5;77.0;73.0;76.8
26/05/2009;Qatar;Saudi Arabia;96;55;0;0;2;1;Friendly;Qatar;Win;;;;;;;;
01/04/2009;Iran;Senegal;42;60;0;0;1;1;Friendly;Iran;Draw;;76.0;;68.7;;76.8;78.3;74.8
01/04/2009;Wales;Germany;68;2;0;0;0;2;FIFA World Cup qualification;Wales;Lose;77.0;85.0;72.2;73.7;76.2;83.2;83.3;82.5
29/03/2009;Ecuador;Brazil;39;5;0;0;1;1;FIFA World Cup qualification;Ecuador;Draw;74.0;87.0;69.0;76.3;70.8;85.2;85.7;85.8
28/03/2009;Iran;Saudi Arabia;42;55;0;0;1;2;FIFA World Cup qualification;Iran;Lose;;;;68.7;;;;
28/03/2009;Mexico;Costa Rica;23;32;0;0;2;0;FIFA World Cup qualification;Mexico;Win;82.0;;79.2;78.0;79.2;65.0;71.3;66.5
11/02/2009;France;Argentina;11;6;0;0;0;2;Friendly;France;Lose;87.0;82.0;83.8;85.0;84.5;85.2;86.0;85.5
11/02/2009;Iran;South Korea;44;46;0;0;1;1;FIFA World Cup qualification;Iran;Draw;;73.0;;68.7;;69.5;70.7;71.5
11/02/2009;Japan;Australia;37;27;0;0;0;0;FIFA World Cup qualification;Japan;Draw;;77.0;;70.3;75.5;74.5;75.0;74.8
11/02/2009;Spain;England;1;8;0;0;2;0;Friendly;Spain;Win;91.0;82.0;83.8;86.0;86.0;85.0;83.3;86.0
11/02/2009;Tunisia;Netherlands;53;3;0;0;1;1;Friendly;Tunisia;Draw;;85.0;71.0;71.0;68.0;81.0;86.7;85.5
11/02/2009;USA;Mexico;20;24;0;0;2;0;FIFA World Cup qualification;USA;Win;84.0;82.0;72.5;75.7;74.0;79.2;78.0;79.2
11/02/2009;Wales;Poland;65;28;0;0;0;1;Friendly;Portugal;Lose;77.0;80.0;72.2;73.7;76.2;72.0;74.7;75.8
05/01/2009;Saudi Arabia;Qatar;48;84;0;0;0;0;Gulf Cup;Oman;Draw;;;;;;;;
17/12/2008;Iran;Ecuador;43;36;0;0;0;1;Friendly;Oman;Lose;;74.0;;68.7;;69.0;76.3;70.8
14/12/2008;Serbia;Poland;30;32;0;0;0;1;Friendly;Turkey;Lose;78.0;80.0;79.8;78.0;78.8;72.0;74.7;75.8
19/11/2008;Brazil;Portugal;5;10;0;0;6;2;Friendly;Brazil;Win;87.0;80.0;85.2;85.7;85.8;82.8;86.0;81.2
19/11/2008;Denmark;Wales;34;62;0;0;0;1;Friendly;Denmark;Lose;75.0;77.0;78.2;76.3;77.8;72.2;73.7;76.2
19/11/2008;France;Uruguay;12;23;0;0;0;0;Friendly;France;Draw;87.0;75.0;83.8;85.0;84.5;78.5;80.0;75.8
19/11/2008;Germany;England;2;10;0;0;1;2;Friendly;Germany;Lose;85.0;82.0;83.2;83.3;82.5;85.0;83.3;86.0
19/11/2008;Ghana;Tunisia;26;47;0;0;0;0;Friendly;Ghana;Draw;66.0;;72.5;72.3;79.5;71.0;71.0;68.0
19/11/2008;Qatar;Japan;78;38;0;0;0;3;FIFA World Cup qualification;Qatar;Lose;;;;;;;70.3;75.5
19/11/2008;Saudi Arabia;South Korea;52;53;0;0;0;2;FIFA World Cup qualification;Saudi Arabia;Lose;;73.0;;;;69.5;70.7;71.5
12/11/2008;Mexico;Ecuador;25;31;0;0;2;1;Friendly;USA;Win;82.0;74.0;79.2;78.0;79.2;69.0;76.3;70.8
09/11/2008;Qatar;Iran;78;48;0;0;0;1;Friendly;Qatar;Lose;;;;;;;68.7;
15/10/2008;Australia;Qatar;34;78;0;0;4;0;FIFA World Cup qualification;Australia;Win;77.0;;74.5;75.0;74.8;;;
15/10/2008;Belgium;Spain;51;1;0;0;1;2;FIFA World Cup qualification;Belgium;Lose;73.0;91.0;77.0;73.0;76.8;83.8;86.0;86.0
15/10/2008;Canada;Mexico;84;24;0;0;2;2;FIFA World Cup qualification;Canada;Draw;70.0;82.0;69.2;71.0;72.0;79.2;78.0;79.2
15/10/2008;Germany;Wales;3;61;0;0;1;0;FIFA World Cup qualification;Germany;Win;85.0;77.0;83.2;83.3;82.5;72.2;73.7;76.2
14/10/2008;France;Tunisia;11;47;0;0;3;1;Friendly;France;Win;87.0;;83.8;85.0;84.5;71.0;71.0;68.0
11/10/2008;Argentina;Uruguay;7;20;0;0;2;1;FIFA World Cup qualification;Argentina;Win;82.0;75.0;85.2;86.0;85.5;78.5;80.0;75.8
10/09/2008;Croatia;England;5;15;0;0;1;4;FIFA World Cup qualification;Croatia;Lose;77.0;82.0;77.2;81.7;79.8;85.0;83.3;86.0
10/09/2008;France;Serbia;11;33;0;0;2;1;FIFA World Cup qualification;France;Win;87.0;78.0;83.8;85.0;84.5;79.8;78.0;78.8
10/09/2008;Mexico;Canada;24;81;0;0;2;1;FIFA World Cup qualification;Mexico;Win;82.0;70.0;79.2;78.0;79.2;69.2;71.0;72.0
10/09/2008;Portugal;Denmark;9;36;0;0;2;3;FIFA World Cup qualification;Portugal;Lose;80.0;75.0;82.8;86.0;81.2;78.2;76.3;77.8
10/09/2008;Uruguay;Ecuador;22;52;0;0;0;0;FIFA World Cup qualification;Uruguay;Draw;75.0;74.0;78.5;80.0;75.8;69.0;76.3;70.8
06/09/2008;Netherlands;Australia;4;39;0;0;1;2;Friendly;Netherlands;Lose;85.0;77.0;81.0;86.7;85.5;74.5;75.0;74.8
06/09/2008;Saudi Arabia;Iran;48;46;0;0;1;1;FIFA World Cup qualification;Saudi Arabia;Draw;;;;;;;68.7;
30/08/2008;Saudi Arabia;Qatar;52;71;0;0;2;1;Friendly;Saudi Arabia;Win;;;;;;;;
20/08/2008;Denmark;Spain;36;1;0;0;0;3;Friendly;Denmark;Lose;76.0;89.0;80.8;81.3;78.2;85.0;87.3;86.8
20/08/2008;Germany;Belgium;2;46;0;0;2;0;Friendly;Germany;Win;87.0;71.0;85.0;84.0;85.2;78.2;77.7;75.0
20/08/2008;Japan;Uruguay;35;24;0;0;1;3;Friendly;Japan;Lose;;75.0;;71.7;77.5;77.0;84.0;74.8
11/08/2008;Iran;Qatar;45;71;0;0;6;1;WAFF Championship;Iran;Win;;;;;;;;
29/06/2008;Germany;Spain;5;4;0;0;0;1;UEFA Euro;Austria;Lose;87.0;89.0;85.0;84.0;85.2;85.0;87.3;86.8
19/06/2008;Portugal;Germany;11;5;0;0;2;3;UEFA Euro;Switzerland;Lose;81.0;87.0;84.0;87.3;83.8;85.0;84.0;85.2
18/06/2008;Brazil;Argentina;2;1;0;0;0;0;FIFA World Cup qualification;Brazil;Draw;84.0;83.0;87.8;85.7;89.5;85.0;86.3;85.2
16/06/2008;Poland;Croatia;28;15;0;0;0;1;UEFA Euro;Austria;Lose;82.0;77.0;73.8;79.7;76.0;77.2;81.3;75.5
15/06/2008;Argentina;Ecuador;1;59;0;0;1;1;FIFA World Cup qualification;Argentina;Draw;83.0;65.0;85.0;86.3;85.2;70.8;71.3;69.8
15/06/2008;Switzerland;Portugal;44;11;0;0;2;0;UEFA Euro;Switzerland;Win;72.0;81.0;77.0;79.3;79.0;84.0;87.3;83.8
14/06/2008;Qatar;Australia;83;35;0;0;1;3;FIFA World Cup qualification;Qatar;Lose;;77.0;;;;75.0;80.3;77.2
13/06/2008;Netherlands;France;10;7;0;0;4;1;UEFA Euro;Switzerland;Win;87.0;85.0;80.8;88.0;82.8;84.5;87.7;86.2
12/06/2008;Croatia;Germany;15;5;0;0;2;1;UEFA Euro;Austria;Win;77.0;87.0;77.2;81.3;75.5;85.0;84.0;85.2
08/06/2008;Germany;Poland;5;28;0;0;2;0;UEFA Euro;Austria;Win;87.0;82.0;85.0;84.0;85.2;73.8;79.7;76.0
08/06/2008;USA;Argentina;21;1;0;0;0;0;Friendly;USA;Draw;82.0;83.0;75.2;78.3;75.5;85.0;86.3;85.2
04/06/2008;Mexico;Argentina;14;1;0;0;1;4;Friendly;USA;Lose;79.0;83.0;80.0;79.0;79.8;85.0;86.3;85.2
04/06/2008;Spain;USA;4;21;0;0;1;0;Friendly;Spain;Win;89.0;82.0;85.0;87.3;86.8;75.2;78.3;75.5
01/06/2008;Netherlands;Wales;10;52;0;0;2;0;Friendly;Netherlands;Win;87.0;68.0;80.8;88.0;82.8;74.2;76.3;79.5
01/06/2008;Poland;Denmark;27;33;0;0;1;1;Friendly;Poland;Draw;82.0;76.0;73.8;79.7;76.0;80.8;81.3;78.2
31/05/2008;Brazil;Canada;2;62;0;0;3;2;Friendly;USA;Win;84.0;72.0;87.8;85.7;89.5;71.0;69.7;75.0
31/05/2008;Germany;Serbia;5;31;0;0;2;1;Friendly;Germany;Win;87.0;75.0;85.0;84.0;85.2;81.0;82.0;80.0
29/05/2008;Netherlands;Denmark;10;33;0;0;1;1;Friendly;Netherlands;Draw;87.0;76.0;80.8;88.0;82.8;80.8;81.3;78.2
28/05/2008;England;USA;11;21;0;0;2;0;Friendly;England;Win;81.0;82.0;87.5;86.7;86.2;75.2;78.3;75.5
27/05/2008;France;Ecuador;7;55;0;0;2;0;Friendly;France;Win;85.0;65.0;84.5;87.7;86.2;70.8;71.3;69.8
23/05/2008;Australia;Ghana;43;14;0;0;1;0;Friendly;Australia;Win;77.0;66.0;75.0;80.3;77.2;76.2;74.7;80.8
26/03/2008;Belgium;Morocco;42;49;0;0;1;4;Friendly;Belgium;Lose;71.0;75.0;78.2;77.7;75.0;74.2;77.3;71.5
26/03/2008;France;England;7;11;0;0;1;0;Friendly;France;Win;85.0;81.0;84.5;87.7;86.2;87.5;86.7;86.2
26/03/2008;Ghana;Mexico;15;16;0;0;1;2;Friendly;England;Lose;66.0;79.0;76.2;74.7;80.8;80.0;79.0;79.8
26/03/2008;Poland;USA;24;28;0;0;0;3;Friendly;Poland;Lose;82.0;82.0;73.8;79.7;76.0;75.2;78.3;75.5
26/03/2008;Switzerland;Germany;40;5;0;0;0;4;Friendly;Switzerland;Lose;72.0;87.0;77.0;79.3;79.0;85.0;84.0;85.2
23/02/2008;Japan;South Korea;35;41;0;0;1;1;EAFF Championship;China PR;Draw;;70.0;;71.7;77.5;69.0;73.3;71.8
07/02/2008;Ghana;Cameroon;43;25;0;0;0;1;African Cup of Nations;Ghana;Lose;66.0;79.0;76.2;74.7;80.8;76.5;80.7;77.0
06/02/2008;Australia;Qatar;48;88;0;0;3;0;FIFA World Cup qualification;Australia;Win;77.0;;75.0;80.3;77.2;;;
06/02/2008;Croatia;Netherlands;10;9;0;0;0;3;Friendly;Croatia;Lose;77.0;87.0;77.2;81.3;75.5;80.8;88.0;82.8
06/02/2008;England;Switzerland;12;44;0;0;2;1;Friendly;England;Win;81.0;72.0;87.5;86.7;86.2;77.0;79.3;79.0
06/02/2008;Spain;France;4;7;0;0;1;0;Friendly;Spain;Win;89.0;85.0;85.0;87.3;86.8;84.5;87.7;86.2
06/02/2008;USA;Mexico;20;15;0;0;2;2;Friendly;USA;Draw;82.0;79.0;75.2;78.3;75.5;80.0;79.0;79.8
04/02/2008;Tunisia;Cameroon;46;25;0;0;2;3;African Cup of Nations;Ghana;Lose;;79.0;72.8;70.7;70.2;76.5;80.7;77.0
30/01/2008;Iran;Costa Rica;41;69;0;0;0;0;Friendly;Iran;Draw;;;;;;66.0;72.0;60.8
28/01/2008;Ghana;Morocco;43;39;0;0;2;0;African Cup of Nations;Ghana;Win;66.0;75.0;76.2;74.7;80.8;74.2;77.3;71.5
23/01/2008;Tunisia;Senegal;46;40;0;0;2;2;African Cup of Nations;Ghana;Draw;;63.0;72.8;70.7;70.2;76.8;81.3;74.8
10/01/2008;Qatar;Iran;87;41;0;0;0;0;Friendly;Qatar;Draw;;;;;;;;
21/11/2007;Brazil;Uruguay;2;17;0;0;2;1;FIFA World Cup qualification;Brazil;Win;84.0;75.0;87.8;85.7;89.5;77.0;84.0;74.8
21/11/2007;England;Croatia;11;10;0;0;2;3;UEFA Euro qualification;England;Lose;81.0;77.0;87.5;86.7;86.2;77.2;81.3;75.5
21/11/2007;Germany;Wales;5;58;0;0;0;0;UEFA Euro qualification;Germany;Draw;87.0;68.0;85.0;84.0;85.2;74.2;76.3;79.5
21/11/2007;Morocco;Senegal;42;34;0;0;3;0;Friendly;France;Win;75.0;63.0;74.2;77.3;71.5;76.8;81.3;74.8
21/11/2007;Serbia;Poland;27;20;0;0;2;2;UEFA Euro qualification;Serbia;Draw;75.0;82.0;81.0;82.0;80.0;73.8;79.7;76.0
17/11/2007;Poland;Belgium;20;54;0;0;2;0;UEFA Euro qualification;Poland;Win;82.0;71.0;73.8;79.7;76.0;78.2;77.7;75.0
16/11/2007;France;Morocco;4;42;0;0;2;2;Friendly;France;Draw;85.0;75.0;84.5;87.7;86.2;74.2;77.3;71.5
17/10/2007;Brazil;Ecuador;3;57;0;0;5;0;FIFA World Cup qualification;Brazil;Win;84.0;65.0;87.8;85.7;89.5;70.8;71.3;69.8
17/10/2007;Switzerland;USA;42;18;0;0;0;1;Friendly;Switzerland;Lose;72.0;82.0;77.0;79.3;79.0;75.2;78.3;75.5
13/10/2007;Denmark;Spain;28;7;0;0;1;3;UEFA Euro qualification;Denmark;Lose;76.0;89.0;80.8;81.3;78.2;85.0;87.3;86.8
12/09/2007;Canada;Costa Rica;53;52;0;0;1;1;Friendly;Canada;Draw;72.0;;71.0;69.7;75.0;66.0;72.0;60.8
12/09/2007;Mexico;Brazil;11;1;0;0;1;3;Friendly;USA;Lose;79.0;84.0;80.0;79.0;79.8;87.8;85.7;89.5
12/09/2007;Portugal;Serbia;10;18;0;0;1;1;UEFA Euro qualification;Portugal;Draw;81.0;75.0;84.0;87.3;83.8;81.0;82.0;80.0
11/09/2007;Australia;Argentina;49;2;0;0;0;1;Friendly;Australia;Lose;77.0;83.0;75.0;80.3;77.2;85.0;86.3;85.2
11/09/2007;Saudi Arabia;Ghana;51;43;0;0;5;0;Friendly;Saudi Arabia;Win;;66.0;;;;76.2;74.7;80.8
11/09/2007;Switzerland;Japan;45;41;0;0;3;4;Friendly;Austria;Lose;72.0;;77.0;79.3;79.0;;71.7;77.5
09/09/2007;USA;Brazil;17;1;0;0;2;4;Friendly;USA;Lose;82.0;84.0;75.2;78.3;75.5;87.8;85.7;89.5
08/09/2007;Morocco;Ghana;34;43;0;0;0;2;Friendly;France;Lose;75.0;66.0;74.2;77.3;71.5;76.2;74.7;80.8
08/09/2007;Portugal;Poland;10;20;0;0;2;2;UEFA Euro qualification;Portugal;Draw;81.0;82.0;84.0;87.3;83.8;73.8;79.7;76.0
08/09/2007;Wales;Germany;74;5;0;0;0;2;UEFA Euro qualification;Wales;Lose;68.0;87.0;74.2;76.3;79.5;85.0;84.0;85.2
22/08/2007;Belgium;Serbia;69;18;0;0;3;2;UEFA Euro qualification;Belgium;Win;74.0;78.0;80.2;77.0;75.5;80.5;84.3;77.8
22/08/2007;England;Germany;12;5;0;0;1;2;Friendly;England;Lose;86.0;88.0;87.0;87.3;88.0;85.5;85.3;86.0
22/08/2007;Japan;Cameroon;41;16;0;0;2;0;Friendly;Japan;Win;;81.0;;68.3;72.8;79.0;82.0;76.8
22/08/2007;Switzerland;Netherlands;45;7;0;0;2;1;Friendly;Switzerland;Win;73.0;87.0;79.5;79.3;77.0;82.8;86.3;86.2
21/08/2007;Ghana;Senegal;37;44;0;0;1;1;Friendly;England;Draw;66.0;78.0;76.5;75.7;79.2;77.0;79.3;77.0
28/07/2007;South Korea;Japan;58;36;0;0;0;0;AFC Asian Cup;Indonesia;Win;76.0;;78.8;80.3;79.0;;68.3;72.8
25/07/2007;Japan;Saudi Arabia;36;61;0;0;2;3;AFC Asian Cup;Vietnam;Lose;;;;68.3;72.8;;;
22/07/2007;Iran;South Korea;46;58;0;0;0;0;AFC Asian Cup;Malaysia;Lose;;76.0;;;70.0;78.8;80.3;79.0
21/07/2007;Japan;Australia;36;49;0;0;1;1;AFC Asian Cup;Vietnam;Win;;72.0;;68.3;72.8;78.2;81.3;75.2
15/07/2007;Brazil;Argentina;3;5;0;0;3;0;Copa América;Venezuela;Win;88.0;84.0;88.0;89.3;87.5;85.5;86.7;85.2
14/07/2007;Mexico;Uruguay;26;30;0;0;3;1;Copa América;Venezuela;Win;81.0;77.0;80.8;78.7;79.2;75.8;82.0;80.0
11/07/2007;South Korea;Saudi Arabia;51;62;0;0;1;1;AFC Asian Cup;Indonesia;Draw;76.0;;78.8;80.3;79.0;;;
11/07/2007;Mexico;Argentina;26;5;0;0;0;3;Copa América;Venezuela;Lose;81.0;84.0;80.8;78.7;79.2;85.5;86.7;85.2
10/07/2007;Uruguay;Brazil;30;3;0;0;2;2;Copa América;Venezuela;Lose;77.0;88.0;75.8;82.0;80.0;88.0;89.3;87.5
09/07/2007;Japan;Qatar;40;85;0;0;1;1;AFC Asian Cup;Vietnam;Draw;;;;68.3;72.8;;;
04/07/2007;Brazil;Ecuador;3;44;0;0;1;0;Copa América;Venezuela;Win;88.0;65.0;88.0;89.3;87.5;71.0;74.7;71.8
01/07/2007;Mexico;Ecuador;26;44;0;0;2;1;Copa América;Venezuela;Win;81.0;65.0;80.8;78.7;79.2;71.0;74.7;71.8
28/06/2007;Argentina;USA;5;16;0;0;4;1;Copa América;Venezuela;Win;84.0;83.0;85.5;86.7;85.2;75.0;75.7;76.0
27/06/2007;Brazil;Mexico;3;26;0;0;0;2;Copa América;Venezuela;Lose;88.0;81.0;88.0;89.3;87.5;80.8;78.7;79.2
24/06/2007;USA;Mexico;16;26;0;0;2;1;Gold Cup;USA;Win;83.0;81.0;75.0;75.7;76.0;80.8;78.7;79.2
21/06/2007;USA;Canada;16;56;0;0;2;1;Gold Cup;USA;Win;83.0;72.0;75.0;75.7;76.0;70.5;72.3;72.0
17/06/2007;Mexico;Costa Rica;26;46;0;0;1;0;Gold Cup;USA;Win;81.0;;80.8;78.7;79.2;;60.7;
06/06/2007;Costa Rica;Canada;52;94;0;0;1;2;Gold Cup;USA;Lose;;72.0;;60.7;;70.5;72.3;72.0
02/06/2007;Australia;Uruguay;42;23;0;0;1;2;Friendly;Australia;Lose;72.0;77.0;78.2;81.3;75.2;75.8;82.0;80.0
02/06/2007;Belgium;Portugal;62;7;0;0;1;2;UEFA Euro qualification;Belgium;Lose;74.0;81.0;80.2;77.0;75.5;83.8;86.3;84.2
02/06/2007;South Korea;Netherlands;51;6;0;0;0;2;Friendly;South Korea;Lose;76.0;87.0;78.8;80.3;79.0;82.8;86.3;86.2
02/06/2007;Mexico;Iran;20;41;0;0;4;0;Friendly;Mexico;Win;81.0;;80.8;78.7;79.2;;;70.0
02/06/2007;Switzerland;Argentina;21;3;0;0;1;1;Friendly;Switzerland;Draw;73.0;84.0;79.5;79.3;77.0;85.5;86.7;85.2
01/06/2007;England;Brazil;8;2;0;0;1;1;Friendly;England;Draw;86.0;88.0;87.0;87.3;88.0;88.0;89.3;87.5
28/03/2007;Germany;Denmark;5;22;0;0;0;1;Friendly;Germany;Lose;88.0;78.0;85.5;85.3;86.0;79.2;80.0;81.8
28/03/2007;Mexico;Ecuador;21;24;0;0;4;2;Friendly;USA;Win;81.0;65.0;80.8;78.7;79.2;71.0;74.7;71.8
28/03/2007;Serbia;Portugal;28;8;0;0;1;1;UEFA Euro qualification;Serbia;Draw;78.0;81.0;80.5;84.3;77.8;83.8;86.3;84.2
27/03/2007;Brazil;Ghana;3;19;0;0;1;0;Friendly;Sweden;Win;88.0;66.0;88.0;89.3;87.5;76.5;75.7;79.2
25/03/2007;USA;Ecuador;30;24;0;0;3;1;Friendly;USA;Win;83.0;65.0;75.0;75.7;76.0;71.0;74.7;71.8
24/03/2007;South Korea;Uruguay;48;26;0;0;0;2;Friendly;South Korea;Lose;76.0;77.0;78.8;80.3;79.0;75.8;82.0;80.0
24/03/2007;Portugal;Belgium;8;55;0;0;4;0;UEFA Euro qualification;Portugal;Win;81.0;74.0;83.8;86.3;84.2;80.2;77.0;75.5
24/03/2007;Qatar;Iran;80;34;0;0;0;1;Friendly;Qatar;Lose;;;;;;;;70.0
24/03/2007;Spain;Denmark;10;22;0;0;2;1;UEFA Euro qualification;Spain;Win;89.0;78.0;85.2;87.3;86.2;79.2;80.0;81.8
07/02/2007;England;Spain;6;12;0;0;0;1;Friendly;England;Lose;86.0;89.0;87.0;87.3;88.0;85.2;87.3;86.2
07/02/2007;France;Argentina;4;3;0;0;0;1;Friendly;France;Lose;92.0;84.0;86.0;88.3;85.2;85.5;86.7;85.2
07/02/2007;Germany;Switzerland;5;17;0;0;3;1;Friendly;Germany;Win;88.0;73.0;85.5;85.3;86.0;79.5;79.3;77.0
07/02/2007;Morocco;Tunisia;42;32;0;0;1;1;Friendly;Morocco;Draw;76.0;69.0;74.0;77.7;72.2;73.8;72.3;69.5
07/02/2007;USA;Mexico;31;21;0;0;2;0;Friendly;USA;Win;83.0;81.0;75.0;75.7;76.0;80.8;78.7;79.2
06/02/2007;Australia;Denmark;39;23;0;0;1;3;Friendly;England;Lose;72.0;78.0;78.2;81.3;75.2;79.2;80.0;81.8
06/02/2007;Portugal;Brazil;8;1;0;0;2;0;Friendly;England;Win;81.0;88.0;83.8;86.3;84.2;88.0;89.3;87.5
21/01/2007;Saudi Arabia;Qatar;64;59;0;0;1;1;Gulf Cup;United Arab Emirates;Draw;;;;;;;;
15/11/2006;Belgium;Poland;47;27;0;0;0;1;UEFA Euro qualification;Belgium;Lose;74.0;82.0;80.2;77.0;75.5;75.2;77.7;75.0
15/11/2006;Iran;South Korea;43;48;0;0;2;0;AFC Asian Cup qualification;Iran;Win;;76.0;;;70.0;78.8;80.3;79.0
15/11/2006;Japan;Saudi Arabia;46;62;0;0;3;1;AFC Asian Cup qualification;Japan;Win;;;;68.3;72.8;;;
15/11/2006;Netherlands;England;7;5;0;0;1;1;Friendly;Netherlands;Draw;87.0;86.0;82.8;86.3;86.2;87.0;87.3;88.0
15/11/2006;Switzerland;Brazil;15;1;0;0;1;2;Friendly;Switzerland;Lose;73.0;88.0;79.5;79.3;77.0;88.0;89.3;87.5
14/11/2006;Australia;Ghana;37;24;0;0;1;1;Friendly;England;Draw;72.0;66.0;78.2;81.3;75.2;76.5;75.7;79.2
11/10/2006;Croatia;England;24;4;0;0;2;0;UEFA Euro qualification;Croatia;Win;77.0;86.0;79.5;83.3;76.8;87.0;87.3;88.0
11/10/2006;Poland;Portugal;35;9;0;0;2;1;UEFA Euro qualification;Poland;Win;82.0;81.0;75.2;77.7;75.0;83.8;86.3;84.2
11/10/2006;Spain;Argentina;10;3;0;0;2;1;Friendly;Spain;Win;89.0;84.0;85.2;87.3;86.2;85.5;86.7;85.2
10/10/2006;Brazil;Ecuador;1;30;0;0;2;1;Friendly;Sweden;Win;88.0;65.0;88.0;89.3;87.5;71.0;74.7;71.8
08/10/2006;South Korea;Ghana;49;23;0;0;1;3;Friendly;South Korea;Lose;76.0;66.0;78.8;80.3;79.0;76.5;75.7;79.2
07/10/2006;Serbia;Belgium;32;50;0;0;1;0;UEFA Euro qualification;Serbia;Win;78.0;74.0;80.5;84.3;77.8;80.2;77.0;75.5
04/10/2006;Japan;Ghana;47;23;0;0;0;1;Friendly;Japan;Lose;;66.0;;68.3;72.8;76.5;75.7;79.2
06/09/2006;Poland;Serbia;30;33;0;0;1;1;UEFA Euro qualification;Poland;Draw;82.0;78.0;75.2;77.7;75.0;80.5;84.3;77.8
06/09/2006;Switzerland;Costa Rica;13;47;0;0;2;0;Friendly;Switzerland;Win;73.0;;79.5;79.3;77.0;;60.7;
05/09/2006;Wales;Brazil;56;1;0;0;0;2;Friendly;England;Lose;73.0;88.0;74.2;76.7;79.5;88.0;89.3;87.5
03/09/2006;Argentina;Brazil;3;1;0;0;0;3;Friendly;England;Lose;84.0;88.0;85.5;86.7;85.2;88.0;89.3;87.5
03/09/2006;Saudi Arabia;Japan;75;48;0;0;1;0;AFC Asian Cup qualification;Saudi Arabia;Win;;;;;;;68.3;72.8
02/09/2006;South Korea;Iran;52;45;0;0;1;1;AFC Asian Cup qualification;South Korea;Draw;76.0;;78.8;80.3;79.0;;;70.0
01/09/2006;Denmark;Portugal;17;8;0;0;4;2;Friendly;Denmark;Win;78.0;81.0;79.2;80.0;81.8;83.8;86.3;84.2
16/08/2006;Denmark;Poland;17;30;0;0;2;0;Friendly;Denmark;Win;81.0;88.0;79.0;81.7;80.5;78.2;82.0;76.2
08/07/2006;Germany;Portugal;19;7;0;0;3;1;FIFA World Cup;Germany;Win;93.0;83.0;86.2;85.0;86.0;85.5;81.0;89.0
05/07/2006;Portugal;France;7;8;0;0;0;1;FIFA World Cup;Germany;Lose;83.0;90.0;85.5;81.0;89.0;87.5;91.0;89.0
01/07/2006;Brazil;France;1;8;0;0;0;1;FIFA World Cup;Germany;Lose;91.0;90.0;88.0;92.7;92.0;87.5;91.0;89.0
